within_triplet_counter,attention_state,participant,TD_rt,TD_trial_number,within_stream_position
3,slow,f91b2,381.2000000001863,21.0,8
1,fast,f91b2,405.6999999997206,10.0,7
1,slow,f91b2,616.7000000006518,19.0,6
2,slow,f91b2,432.3000000002794,20.0,7
2,slow,f91b2,736.8000000002794,17.0,6
2,slow,f91b2,622.0,23.0,8
1,fast,f91b2,600.6000000000931,1.0,4
1,fast,f91b2,513.8000000002794,4.0,5
3,fast,f91b2,440.0,9.0,8
2,fast,f91b2,392.2999999998138,2.0,5
3,fast,f91b2,527.7000000006518,6.0,7
3,fast,f91b2,371.09999999962747,12.0,9
2,fast,f91b2,376.4999999995344,8.0,7
2,slow,f91b2,645.8999999999069,14.0,5
1,slow,f91b2,590.7999999998137,16.0,5
3,fast,19bb3,405.1000000238418,21.0,8
3,slow,19bb3,358.9000000357628,12.0,9
1,slow,19bb3,342.20000004768366,4.0,5
2,fast,19bb3,403.9000000357628,17.0,6
3,fast,19bb3,435.0,18.0,7
2,fast,19bb3,399.50000005960464,14.0,5
1,slow,19bb3,378.2999999523163,7.0,6
2,fast,19bb3,427.30000007152563,20.0,7
1,fast,19bb3,361.8000000119209,16.0,5
3,fast,19bb3,431.0,15.0,6
2,slow,19bb3,381.3999999761581,8.0,7
1,fast,19bb3,535.1999999880792,13.0,4
1,slow,19bb3,387.8999999761581,10.0,7
3,slow,19bb3,459.5999999642372,3.0,6
3,slow,19bb3,403.8000000119209,9.0,8
2,slow,19bb3,401.3000000119209,2.0,5
2,fast,19bb3,433.3999999761581,23.0,8
1,fast,19bb3,447.6000000238418,19.0,6
2,slow,19bb3,435.5,5.0,6
1,slow,19bb3,482.30000007152563,1.0,4
1,fast,19bb3,445.1999999880791,22.0,7
2,slow,9f1f6,467.0,5.0,6
3,fast,9f1f6,496.0,15.0,6
1,slow,9f1f6,425.0,4.0,5
1,fast,9f1f6,460.0,16.0,5
3,fast,9f1f6,514.0,24.0,9
2,fast,9f1f6,506.0,17.0,6
3,fast,9f1f6,457.0,21.0,8
1,slow,9f1f6,386.0,1.0,4
2,slow,9f1f6,385.0,11.0,8
3,slow,9f1f6,433.0,3.0,6
1,fast,9f1f6,527.0,13.0,4
3,fast,9f1f6,432.0,18.0,7
1,fast,9f1f6,419.0,22.0,7
3,slow,9f1f6,454.0,6.0,7
2,slow,9f1f6,428.0,8.0,7
1,slow,9f1f6,510.0,7.0,6
2,fast,9f1f6,470.0,20.0,7
2,fast,9f1f6,427.0,23.0,8
2,slow,9f1f6,415.0,2.0,5
3,slow,9f1f6,471.0,12.0,9
3,slow,9f1f6,497.0,9.0,8
1,fast,9f1f6,377.0,19.0,6
2,fast,9f1f6,437.0,14.0,5
3,slow,1d05f,560.6999999992548,18.0,7
2,fast,1d05f,464.5,8.0,7
3,slow,1d05f,500.2999999970197,24.0,9
3,slow,1d05f,501.0,21.0,8
3,fast,1d05f,458.2999999970197,6.0,7
2,fast,1d05f,446.1000000014901,11.0,8
1,fast,1d05f,466.1999999992548,10.0,7
3,slow,1d05f,470.4000000022352,15.0,6
2,slow,1d05f,505.7000000029802,14.0,5
2,fast,1d05f,464.8000000007451,2.0,5
2,slow,1d05f,438.1999999992548,17.0,6
1,slow,1d05f,462.0000000037253,19.0,6
2,slow,1d05f,422.2000000029802,23.0,8
1,fast,1d05f,512.7000000029802,1.0,4
3,fast,1d05f,446.3000000007451,3.0,6
1,fast,1d05f,498.5,4.0,5
3,fast,1d05f,427.1999999955297,9.0,8
1,slow,1d05f,466.1999999992548,16.0,5
3,fast,1d05f,418.5,12.0,9
2,fast,1d05f,454.0,5.0,6
1,slow,1d05f,417.1000000014901,22.0,7
2,slow,1d05f,505.3999999985099,20.0,7
1,slow,1d05f,466.3999999985099,13.0,4
3,fast,ba694,414.4,9.0,8
2,fast,ba694,387.5,11.0,8
2,slow,ba694,408.0,23.0,8
3,slow,ba694,398.3,15.0,6
2,slow,ba694,402.9,17.0,6
2,slow,ba694,417.7,20.0,7
1,fast,ba694,610.1,7.0,6
3,slow,ba694,418.1,24.0,9
1,slow,ba694,383.0,19.0,6
2,slow,ba694,436.0,14.0,5
3,fast,ba694,7.600000001000001,12.0,9
1,slow,ba694,600.4,16.0,5
2,fast,ba694,756.3,5.0,6
1,slow,ba694,389.9,22.0,7
1,fast,ba694,379.9,10.0,7
1,fast,ba694,683.0,4.0,5
3,fast,a3d90,345.6000000238418,18.0,7
1,slow,a3d90,293.6000000238418,1.0,4
1,fast,a3d90,454.0999999642372,19.0,6
1,fast,a3d90,361.6999999582768,16.0,5
2,slow,a3d90,281.69999995827675,2.0,5
2,fast,a3d90,377.59999999403954,20.0,7
3,fast,a3d90,37.200000017881386,24.0,9
1,fast,a3d90,341.5,13.0,4
2,fast,a3d90,379.1000000238418,14.0,5
2,fast,a3d90,351.0,23.0,8
2,slow,a3d90,342.0,5.0,6
1,slow,a3d90,381.6999999880791,7.0,6
3,fast,a3d90,350.69999998807907,15.0,6
1,slow,a3d90,362.3000000119209,10.0,7
1,slow,a3d90,362.90000000596046,4.0,5
2,slow,a3d90,230.59999999403956,11.0,8
3,slow,a3d90,290.7999999821186,12.0,9
3,fast,a3d90,150.40000000596046,21.0,8
2,fast,a3d90,422.40000000596046,17.0,6
2,slow,a3d90,41.0,8.0,7
1,slow,95ea8,420.4000000953674,16.0,5
2,fast,95ea8,405.10000038146967,8.0,7
1,fast,95ea8,445.19999980926514,4.0,5
3,fast,95ea8,388.0,12.0,9
1,fast,95ea8,374.39999961853033,10.0,7
3,fast,95ea8,522.6000003814696,9.0,8
2,slow,95ea8,433.2999997138977,23.0,8
3,slow,95ea8,382.2000002861023,24.0,9
1,slow,95ea8,487.39999961853033,19.0,6
2,slow,95ea8,409.7000002861023,14.0,5
3,fast,95ea8,439.59999990463257,6.0,7
1,fast,95ea8,497.60000038146967,1.0,4
3,fast,95ea8,387.69999980926514,3.0,6
3,slow,95ea8,444.69999980926514,15.0,6
2,fast,95ea8,359.6999998092652,2.0,5
3,slow,95ea8,353.40000009536743,21.0,8
2,fast,95ea8,395.9000000953674,11.0,8
2,slow,95ea8,470.9000000953674,20.0,7
3,slow,95ea8,392.0,18.0,7
2,slow,95ea8,400.59999990463257,17.0,6
1,slow,95ea8,398.0,22.0,7
2,fast,95ea8,461.09999990463257,5.0,6
1,slow,95ea8,551.5,13.0,4
1,fast,6fe3f,380.8000000007451,10.0,7
2,fast,6fe3f,457.3000000007451,2.0,5
1,slow,6fe3f,395.0999999977648,16.0,5
2,slow,6fe3f,368.4000000022352,23.0,8
3,slow,6fe3f,219.30000000074506,21.0,8
3,slow,6fe3f,467.8000000007451,15.0,6
1,fast,6fe3f,348.2000000029803,4.0,5
3,fast,6fe3f,463.5,12.0,9
3,fast,6fe3f,389.9000000022352,3.0,6
2,slow,6fe3f,387.5,14.0,5
1,slow,6fe3f,494.0999999977648,19.0,6
1,slow,6fe3f,437.4999999962747,13.0,4
1,fast,6fe3f,394.5,7.0,6
2,slow,6fe3f,381.3999999985099,20.0,7
3,fast,6fe3f,399.1000000014901,9.0,8
1,fast,6fe3f,595.8000000007452,1.0,4
1,slow,6fe3f,441.0000000037253,22.0,7
2,fast,6fe3f,368.2000000029802,11.0,8
3,fast,6fe3f,390.5999999977648,6.0,7
2,fast,6fe3f,380.5,8.0,7
3,slow,6fe3f,351.1000000014901,18.0,7
3,fast,9c2ee,410.09999999962747,12.0,9
1,fast,9c2ee,352.5,10.0,7
3,fast,9c2ee,398.2000000001863,6.0,7
1,slow,9c2ee,373.9000000003725,22.0,7
1,fast,9c2ee,399.59999999962747,7.0,6
1,fast,9c2ee,375.5,4.0,5
1,fast,9c2ee,425.6999999992548,1.0,4
2,fast,9c2ee,363.4000000003725,2.0,5
2,fast,9c2ee,338.0,8.0,7
2,slow,9c2ee,340.1000000005588,23.0,8
1,slow,9c2ee,395.0,16.0,5
3,fast,9c2ee,410.7999999998138,3.0,6
3,fast,9c2ee,346.6999999992549,9.0,8
1,slow,9c2ee,402.7999999998138,13.0,4
3,slow,9c2ee,337.59999999962747,21.0,8
3,slow,9c2ee,357.1000000005588,15.0,6
2,fast,9c2ee,447.2000000001863,5.0,6
3,slow,893fa,366.1999999992548,6.0,7
1,slow,893fa,276.80000000074506,4.0,5
2,slow,893fa,275.80000000074506,5.0,6
1,fast,893fa,351.5,22.0,7
3,fast,893fa,290.5,18.0,7
1,fast,893fa,290.69999999925494,16.0,5
1,slow,893fa,398.6999999992548,1.0,4
2,slow,893fa,261.5,11.0,8
3,slow,893fa,291.59999999962747,12.0,9
1,slow,893fa,297.40000000037253,10.0,7
3,fast,893fa,279.7000000011176,15.0,6
2,fast,893fa,341.80000000074506,17.0,6
1,fast,893fa,299.0,19.0,6
1,slow,893fa,282.40000000037253,7.0,6
2,fast,893fa,343.19999999925494,20.0,7
2,slow,893fa,265.90000000037253,8.0,7
2,slow,893fa,288.30000000074506,2.0,5
3,slow,52873,385.0,18.0,7
3,fast,52873,361.5999999642372,9.0,8
2,fast,52873,362.5,5.0,6
3,slow,52873,347.1000000834465,15.0,6
2,slow,52873,304.89999997615814,17.0,6
1,fast,52873,390.8999999761581,4.0,5
1,fast,52873,365.8999999761581,1.0,4
1,slow,52873,362.2000000476837,13.0,4
1,slow,52873,347.4000000357628,19.0,6
1,slow,52873,365.6999999880791,16.0,5
2,fast,52873,305.19999998807907,11.0,8
2,slow,52873,358.30000001192093,14.0,5
3,fast,52873,342.40000003576284,6.0,7
1,fast,52873,347.69999998807907,10.0,7
3,fast,52873,370.4000000357628,12.0,9
1,fast,634cc,477.0,1.0,4
1,slow,634cc,458.0,19.0,6
2,slow,634cc,388.0,20.0,7
1,slow,634cc,423.0,16.0,5
1,fast,634cc,288.0,10.0,7
2,fast,634cc,437.0,8.0,7
3,slow,634cc,526.0,15.0,6
3,fast,634cc,404.0,3.0,6
2,slow,634cc,420.0,14.0,5
1,slow,634cc,455.0,13.0,4
3,fast,634cc,439.0,6.0,7
3,slow,634cc,395.0,21.0,8
2,fast,634cc,409.0,5.0,6
3,slow,634cc,349.0,18.0,7
2,fast,634cc,485.0,2.0,5
1,fast,634cc,409.0,4.0,5
3,slow,634cc,580.0,24.0,9
1,slow,634cc,419.0,22.0,7
1,fast,634cc,446.0,7.0,6
2,slow,634cc,432.0,23.0,8
2,slow,634cc,460.0,17.0,6
2,fast,634cc,453.0,11.0,8
3,fast,634cc,370.0,12.0,9
3,fast,634cc,368.0,9.0,8
1,fast,12cc6,367.99999999976717,4.0,5
1,slow,12cc6,375.0,13.0,4
1,fast,12cc6,390.00000000023283,10.0,7
3,fast,12cc6,347.99999999976717,12.0,9
1,slow,12cc6,31.99999999976717,22.0,7
3,slow,12cc6,366.0,15.0,6
1,fast,12cc6,391.0,7.0,6
2,slow,12cc6,370.99999999976717,23.0,8
2,slow,12cc6,387.0,14.0,5
2,fast,12cc6,417.0,2.0,5
1,fast,12cc6,390.0,1.0,4
2,fast,12cc6,410.0,5.0,6
2,slow,12cc6,279.0,17.0,6
2,fast,12cc6,478.0,8.0,7
1,slow,12cc6,408.0,19.0,6
2,fast,12cc6,404.0,11.0,8
3,fast,12cc6,107.0,6.0,7
2,fast,f94cc,361.0,11.0,8
3,slow,f94cc,5.0,24.0,9
2,fast,f94cc,301.0,5.0,6
3,slow,f94cc,341.0,15.0,6
2,slow,f94cc,389.0,20.0,7
3,slow,f94cc,59.0,18.0,7
2,fast,f94cc,357.0,8.0,7
3,fast,f94cc,427.0,3.0,6
1,fast,f94cc,412.0,1.0,4
2,fast,f94cc,405.0,2.0,5
3,fast,f94cc,415.0,6.0,7
1,slow,f94cc,372.0,22.0,7
1,fast,f94cc,367.0,4.0,5
1,slow,f94cc,397.0,16.0,5
1,slow,f94cc,372.0,19.0,6
3,fast,f94cc,7.0,12.0,9
2,slow,f94cc,393.0,23.0,8
2,slow,f94cc,401.0,17.0,6
1,fast,f94cc,359.0,10.0,7
1,fast,f94cc,399.0,7.0,6
2,slow,f94cc,401.0,14.0,5
3,fast,f94cc,368.0,9.0,8
1,slow,f94cc,446.0,13.0,4
3,slow,f94cc,50.0,21.0,8
2,fast,6c4a3,341.1000000089407,5.0,6
3,slow,6c4a3,287.3999999910593,21.0,8
2,slow,6c4a3,416.0,23.0,8
1,fast,6c4a3,391.90000000596046,4.0,5
1,fast,6c4a3,445.60000000894064,10.0,7
1,slow,6c4a3,283.79999999701977,22.0,7
1,slow,6c4a3,374.5000000149012,16.0,5
3,fast,6c4a3,230.0,9.0,8
1,fast,6c4a3,379.9999999850989,1.0,4
2,fast,6c4a3,356.19999998807907,8.0,7
3,slow,6c4a3,230.5,15.0,6
2,fast,6c4a3,414.4999999850989,2.0,5
2,slow,6c4a3,360.7999999970197,17.0,6
3,slow,6c4a3,238.09999999403956,18.0,7
2,slow,6c4a3,390.0,20.0,7
1,slow,6c4a3,350.5,13.0,4
3,fast,d4bee,444.7000000029802,3.0,6
2,slow,d4bee,410.7000000178814,14.0,5
3,slow,d4bee,162.49999998509884,24.0,9
1,fast,d4bee,378.0,10.0,7
1,slow,d4bee,389.0,19.0,6
1,fast,d4bee,350.5,1.0,4
2,fast,d4bee,430.3000000119209,2.0,5
2,slow,d4bee,358.40000000596046,17.0,6
3,fast,d4bee,538.7999999970198,6.0,7
1,slow,d4bee,359.30000001192093,16.0,5
2,fast,d4bee,436.5,5.0,6
2,fast,d4bee,514.1000000089407,8.0,7
3,slow,d4bee,593.4999999850987,18.0,7
1,fast,d4bee,398.39999999105936,7.0,6
2,slow,d4bee,366.90000000596046,23.0,8
3,fast,d4bee,390.5,9.0,8
2,fast,d4bee,406.2000000029802,11.0,8
3,slow,d4bee,565.3000000119208,15.0,6
3,fast,d4bee,401.89999999105936,12.0,9
1,slow,d4bee,442.7999999970197,22.0,7
1,slow,d4bee,421.90000000596046,13.0,4
2,slow,15ff7,385.8000000119209,5.0,6
3,slow,15ff7,420.4999999701977,12.0,9
3,slow,15ff7,385.5,3.0,6
2,slow,15ff7,392.2999999821186,2.0,5
3,slow,15ff7,370.09999999403954,9.0,8
3,fast,15ff7,398.2000000178814,15.0,6
3,slow,15ff7,368.0,6.0,7
2,fast,15ff7,494.8000000119209,17.0,6
1,slow,15ff7,428.7000000178814,7.0,6
2,fast,15ff7,376.59999999403954,14.0,5
2,fast,15ff7,364.6000000238418,20.0,7
1,slow,15ff7,406.2999999821186,1.0,4
1,fast,15ff7,412.5,22.0,7
1,slow,15ff7,424.5,4.0,5
1,fast,15ff7,467.90000000596046,13.0,4
2,slow,15ff7,368.40000000596046,11.0,8
3,fast,15ff7,417.5,21.0,8
1,fast,15ff7,366.7000000178814,19.0,6
2,slow,15ff7,360.90000000596046,8.0,7
1,slow,15ff7,402.09999999403954,10.0,7
3,fast,15ff7,395.6999999880791,24.0,9
2,fast,15ff7,353.19999998807907,23.0,8
1,fast,15ff7,479.0,16.0,5
3,fast,15ff7,413.2000000178814,18.0,7
2,slow,c9153,396.4000000357628,17.0,6
2,fast,c9153,388.49999994039536,2.0,5
1,fast,c9153,380.3000000119209,1.0,4
1,fast,c9153,380.8000000119209,4.0,5
3,fast,c9153,340.1000000238418,12.0,9
3,slow,c9153,379.8999999761581,18.0,7
3,fast,c9153,366.6000000238418,6.0,7
3,slow,c9153,476.3000000119209,24.0,9
3,slow,c9153,365.1000000238418,21.0,8
2,fast,c9153,465.6999999880791,11.0,8
1,slow,c9153,386.6000000238418,19.0,6
2,slow,c9153,413.5,20.0,7
3,fast,c9153,368.6999999880791,9.0,8
2,slow,c9153,440.2000000476837,14.0,5
2,fast,c9153,482.9000000357628,5.0,6
2,fast,c9153,371.3000000119209,8.0,7
3,slow,c9153,424.6999999880791,15.0,6
2,slow,c9153,426.3000000119209,23.0,8
1,slow,c9153,408.1000000238418,16.0,5
1,fast,c9153,459.2000000476837,10.0,7
3,fast,c9153,377.7000000476837,3.0,6
1,fast,c9153,403.6999999880791,7.0,6
1,slow,c9153,411.2999999523163,22.0,7
2,fast,7fd37,428.0,20.0,7
2,slow,7fd37,382.0,5.0,6
3,slow,7fd37,346.0,3.0,6
2,fast,7fd37,380.0,23.0,8
1,fast,7fd37,383.0,22.0,7
3,slow,7fd37,383.0,6.0,7
1,fast,7fd37,452.0,13.0,4
1,slow,7fd37,376.0,10.0,7
3,fast,7fd37,359.0,15.0,6
2,slow,7fd37,308.0,2.0,5
1,slow,7fd37,383.0,4.0,5
2,slow,7fd37,284.0,8.0,7
3,slow,7fd37,284.0,12.0,9
2,fast,7fd37,352.0,17.0,6
3,fast,7fd37,407.0,21.0,8
1,fast,7fd37,390.0,16.0,5
1,fast,7fd37,366.0,19.0,6
1,slow,7fd37,512.0,1.0,4
3,slow,7fd37,377.0,9.0,8
2,slow,9be92,279.5999999940396,5.0,6
2,fast,9be92,288.39999997615814,14.0,5
2,fast,9be92,284.4000000059605,20.0,7
1,fast,9be92,297.2000000178814,22.0,7
1,slow,9be92,296.5,1.0,4
3,slow,9be92,392.40000000596046,12.0,9
2,slow,9be92,267.0,2.0,5
3,fast,9be92,294.4999999701977,15.0,6
3,slow,9be92,353.39999997615814,3.0,6
3,fast,9be92,56.69999998807907,21.0,8
2,slow,9be92,271.40000000596046,11.0,8
1,slow,9be92,299.0000000298023,10.0,7
3,slow,9be92,376.8000000119209,9.0,8
1,slow,9be92,301.5999999940396,4.0,5
3,fast,9be92,32.5,24.0,9
2,fast,9be92,343.0999999940396,23.0,8
2,fast,9be92,359.7000000178814,17.0,6
3,fast,9be92,16.299999982118607,18.0,7
2,slow,bcd62,367.0,17.0,6
1,fast,bcd62,422.0,7.0,6
3,fast,bcd62,376.0,9.0,8
2,slow,bcd62,430.0,23.0,8
2,fast,bcd62,391.0,2.0,5
3,slow,bcd62,422.0,18.0,7
2,fast,bcd62,397.0,11.0,8
1,slow,bcd62,456.0,16.0,5
3,fast,bcd62,428.0,3.0,6
1,fast,bcd62,469.0,4.0,5
3,slow,bcd62,456.0,21.0,8
3,fast,bcd62,406.0,6.0,7
2,fast,bcd62,354.0,5.0,6
1,slow,bcd62,393.0,13.0,4
1,fast,bcd62,352.0,10.0,7
1,slow,bcd62,405.0,22.0,7
1,fast,bcd62,454.0,1.0,4
3,fast,bcd62,389.0,12.0,9
2,slow,bcd62,354.0,20.0,7
1,slow,bcd62,438.0,19.0,6
2,slow,bcd62,353.0,14.0,5
3,slow,bcd62,448.0,15.0,6
2,fast,bcd62,399.0,8.0,7
1,slow,d6a9b,358.54000000050286,7.0,6
2,slow,d6a9b,384.05499998806056,5.0,6
3,slow,d6a9b,381.12999999383453,3.0,6
2,slow,d6a9b,374.59500000113616,11.0,8
3,fast,d6a9b,349.35999999241903,24.0,9
1,slow,d6a9b,486.4300000043586,4.0,5
1,slow,d6a9b,374.93000000528986,1.0,4
2,fast,d6a9b,360.6950000100769,14.0,5
3,fast,d6a9b,381.13999999733636,15.0,6
1,slow,d6a9b,354.31500001857063,10.0,7
2,slow,d6a9b,363.2849999992177,2.0,5
3,fast,d6a9b,351.14000001363456,18.0,7
3,slow,d6a9b,357.699999993667,6.0,7
1,fast,d6a9b,375.7299999995157,16.0,5
2,fast,d6a9b,359.00999999977654,23.0,8
1,fast,d6a9b,396.4799999957904,19.0,6
1,fast,d6a9b,420.4399999869056,22.0,7
3,fast,2d2a6,484.5,6.0,7
2,fast,2d2a6,378.5000000298023,2.0,5
3,fast,2d2a6,596.5999999940395,9.0,8
2,slow,2d2a6,409.6999999880791,17.0,6
2,slow,2d2a6,387.7000000178814,20.0,7
1,slow,2d2a6,381.0,13.0,4
3,slow,2d2a6,399.90000000596046,18.0,7
3,slow,2d2a6,516.5000000298023,15.0,6
1,fast,2d2a6,378.1999999880791,4.0,5
3,fast,2d2a6,431.5,3.0,6
1,fast,2d2a6,367.2000000178814,7.0,6
2,slow,2d2a6,378.1999999880791,14.0,5
1,fast,2d2a6,427.09999999403954,1.0,4
2,fast,2d2a6,375.8999999761581,5.0,6
3,slow,2d2a6,426.6999999880791,21.0,8
3,fast,2d2a6,424.7000000178814,12.0,9
1,slow,2d2a6,351.40000000596046,22.0,7
1,slow,2d2a6,430.5,19.0,6
1,slow,b3193,377.3000000119209,16.0,5
1,fast,b3193,386.9000000357628,1.0,4
1,slow,b3193,27.19999998807907,22.0,7
2,slow,b3193,409.6999999880791,17.0,6
3,slow,b3193,349.2999999523163,18.0,7
1,slow,b3193,351.39999997615814,19.0,6
1,fast,b3193,378.5999999642372,7.0,6
2,fast,b3193,73.0,8.0,7
2,slow,b3193,301.30000007152563,14.0,5
2,fast,b3193,582.7000000476837,2.0,5
2,fast,b3193,22.599999964237213,5.0,6
3,slow,b3193,286.80000001192093,21.0,8
3,fast,b3193,462.0,3.0,6
3,fast,b3193,467.9000000357628,6.0,7
3,fast,b3193,433.2999999523163,9.0,8
1,slow,b3193,353.2999999523163,13.0,4
3,fast,b3193,154.3000000119209,12.0,9
2,fast,b3193,54.60000002384186,11.0,8
1,fast,b3193,409.1999999880791,4.0,5
3,slow,38dbb,424.50000005960464,12.0,9
3,fast,38dbb,391.8000000119209,18.0,7
3,slow,38dbb,379.00000005960464,6.0,7
1,fast,38dbb,362.50000005960464,22.0,7
1,fast,38dbb,386.8000000119209,19.0,6
1,slow,38dbb,293.19999998807907,10.0,7
3,fast,38dbb,369.50000005960464,15.0,6
2,slow,38dbb,364.8000000119209,5.0,6
1,fast,38dbb,412.9000000953674,16.0,5
3,slow,38dbb,382.2000000476837,3.0,6
1,slow,38dbb,341.19999992847437,4.0,5
1,slow,38dbb,388.3999999761581,1.0,4
2,slow,38dbb,416.0,2.0,5
1,fast,38dbb,440.1000000238418,13.0,4
2,slow,38dbb,364.3000000119209,8.0,7
3,fast,38dbb,343.30000001192093,24.0,9
2,fast,38dbb,369.6000000238418,17.0,6
2,fast,5695b,349.09999999403954,5.0,6
1,slow,5695b,369.09999999403954,13.0,4
3,fast,5695b,378.59999999403954,6.0,7
3,slow,5695b,378.09999999403954,15.0,6
2,fast,5695b,372.09999999403954,11.0,8
3,slow,5695b,371.9999999701977,21.0,8
2,fast,5695b,362.3999999761581,8.0,7
1,fast,5695b,354.0999999642372,10.0,7
1,fast,5695b,368.8999999761581,4.0,5
2,fast,5695b,369.0999999642372,2.0,5
1,fast,5695b,365.0999999642372,1.0,4
3,slow,5695b,342.1000000238418,24.0,9
3,fast,5695b,360.6000000238418,3.0,6
2,slow,5695b,391.8000000119209,20.0,7
2,slow,5695b,387.9999999701977,14.0,5
2,slow,5695b,369.1999999880791,17.0,6
2,slow,5695b,356.9999999701977,23.0,8
1,slow,5695b,365.1999999880791,16.0,5
3,fast,5695b,373.90000000596046,12.0,9
3,slow,5695b,380.90000000596046,18.0,7
1,slow,5695b,358.80000001192093,22.0,7
3,fast,5695b,361.90000000596046,9.0,8
3,slow,2a81e,415.8999999761581,15.0,6
3,fast,2a81e,433.5,9.0,8
1,slow,2a81e,419.0,19.0,6
2,slow,2a81e,409.2000000476837,23.0,8
2,slow,2a81e,364.0,14.0,5
1,fast,2a81e,355.69999992847437,7.0,6
3,fast,2a81e,393.3999999761581,6.0,7
1,slow,2a81e,446.7000000476837,13.0,4
1,fast,2a81e,370.7000000476837,4.0,5
2,slow,2a81e,402.1000000238418,20.0,7
3,fast,2a81e,401.69999992847437,12.0,9
3,slow,2a81e,438.7000000476837,24.0,9
2,fast,2a81e,433.0,2.0,5
3,fast,2a81e,432.7999999523163,3.0,6
2,slow,2a81e,483.69999992847437,17.0,6
2,fast,2a81e,411.6000000238418,8.0,7
1,fast,2a81e,409.0,10.0,7
3,slow,2a81e,441.3999999761581,21.0,8
2,fast,2a81e,415.6000000238418,5.0,6
1,slow,2a81e,460.2000000476837,16.0,5
1,slow,2a81e,424.2000000476837,22.0,7
3,slow,2a81e,447.7999999523163,18.0,7
2,fast,2a81e,428.9000000953674,11.0,8
1,fast,2a81e,479.6000000238418,1.0,4
1,slow,bd42c,409.9000000953674,13.0,4
3,slow,bd42c,416.60000038146967,21.0,8
3,slow,bd42c,602.5,15.0,6
1,fast,bd42c,400.00000047683716,10.0,7
1,fast,bd42c,408.4000000953674,4.0,5
2,fast,bd42c,394.69999980926514,2.0,5
2,slow,bd42c,427.2000002861023,23.0,8
2,fast,bd42c,387.69999980926514,5.0,6
3,fast,bd42c,351.80000019073486,9.0,8
2,slow,bd42c,373.4000000953674,20.0,7
1,slow,bd42c,394.4000000953674,16.0,5
3,fast,bd42c,364.2999997138977,6.0,7
2,slow,bd42c,490.4000005722046,17.0,6
1,fast,bd42c,490.0,7.0,6
1,fast,bd42c,545.2999997138977,1.0,4
2,fast,bd42c,370.60000038146967,8.0,7
1,slow,bd42c,429.80000019073486,22.0,7
3,fast,bd42c,419.5,12.0,9
1,slow,bd42c,532.1000003814696,19.0,6
3,fast,bd42c,381.9000000953674,3.0,6
2,slow,bd42c,374.5,14.0,5
3,slow,bd42c,378.2999997138977,18.0,7
1,fast,f7401,304.9,7.0,6
2,slow,f7401,353.0,17.0,6
3,fast,f7401,349.5,9.0,8
3,fast,f7401,300.2,6.0,7
1,slow,f7401,392.0,19.0,6
2,fast,f7401,423.5,2.0,5
3,slow,f7401,341.5,18.0,7
3,slow,f7401,345.7,24.0,9
2,slow,f7401,555.2,14.0,5
1,slow,f7401,297.7,22.0,7
1,fast,f7401,347.1,10.0,7
1,fast,f7401,508.8,1.0,4
1,slow,f7401,515.0,13.0,4
2,slow,f7401,343.1,23.0,8
3,slow,864e7,363.0,12.0,9
1,fast,864e7,366.0,22.0,7
1,fast,864e7,363.0,16.0,5
1,slow,864e7,377.0,7.0,6
2,slow,864e7,345.0,8.0,7
3,slow,864e7,382.0,9.0,8
2,fast,864e7,361.0,23.0,8
1,slow,864e7,379.0,1.0,4
1,slow,864e7,355.0,10.0,7
2,fast,864e7,385.0,20.0,7
2,slow,864e7,310.0,11.0,8
2,fast,864e7,378.0,17.0,6
1,fast,864e7,345.0,19.0,6
2,fast,864e7,357.0,14.0,5
3,fast,864e7,350.0,24.0,9
1,slow,864e7,372.0,4.0,5
1,fast,864e7,418.0,13.0,4
1,slow,9ba80,358.89999997615814,16.0,5
2,fast,9ba80,370.8999999761581,11.0,8
1,fast,9ba80,346.69999992847437,7.0,6
3,slow,9ba80,351.1000000238418,18.0,7
1,slow,9ba80,342.80000001192093,22.0,7
1,fast,9ba80,359.30000001192093,4.0,5
2,slow,9ba80,349.50000005960464,14.0,5
2,slow,9ba80,307.30000001192093,20.0,7
1,slow,9ba80,404.3999999761581,13.0,4
2,fast,9ba80,346.0,2.0,5
3,fast,9ba80,361.6999999880791,12.0,9
3,slow,9ba80,354.6000000238418,15.0,6
3,slow,9ba80,349.0999999642372,24.0,9
2,slow,9ba80,348.19999998807907,23.0,8
1,fast,9ba80,433.3999999761581,10.0,7
2,slow,9ba80,345.69999998807907,17.0,6
3,fast,9ba80,359.6000000238418,6.0,7
1,slow,9ba80,356.19999992847437,19.0,6
3,fast,9ba80,269.4999999403954,9.0,8
3,fast,9ba80,350.39999997615814,3.0,6
1,slow,29dfb,423.0999999642372,1.0,4
1,fast,29dfb,365.1000000238418,22.0,7
1,slow,29dfb,400.8999999761581,10.0,7
2,fast,29dfb,400.5,20.0,7
1,slow,29dfb,410.7000000476837,7.0,6
2,slow,29dfb,400.50000005960464,11.0,8
3,slow,29dfb,361.7000000476837,9.0,8
3,slow,29dfb,426.3000000119209,3.0,6
2,fast,29dfb,434.3000000119209,23.0,8
2,slow,29dfb,427.6999999880791,8.0,7
1,fast,29dfb,399.2999999523163,19.0,6
2,fast,29dfb,408.1999999880791,14.0,5
1,slow,29dfb,417.0,4.0,5
3,fast,29dfb,407.30000007152563,18.0,7
3,fast,29dfb,447.7000000476837,24.0,9
