within_triplet_counter,attention_state,participant,TD_rt,TD_trial_number,within_stream_position
1,slow,31179,400.8999999761581,13.0,4
2,slow,31179,393.6000000238418,17.0,6
1,fast,31179,381.7000000476837,10.0,7
3,fast,31179,352.39999997615814,6.0,7
3,slow,31179,395.8999999761581,15.0,6
1,fast,31179,483.30000007152563,1.0,4
3,fast,31179,394.80000007152563,9.0,8
1,slow,31179,430.69999992847437,22.0,7
3,slow,7b91f,382.8000000119209,15.0,6
3,fast,7b91f,402.5999999642372,6.0,7
2,fast,7b91f,383.8999999761581,5.0,6
3,fast,7b91f,355.5999999642372,12.0,9
1,fast,7b91f,360.8999999761581,7.0,6
2,fast,7b91f,410.8999999761581,2.0,5
2,slow,7b91f,389.1000000834465,14.0,5
1,slow,7b91f,363.5,16.0,5
1,slow,7b91f,365.8999999761581,13.0,4
1,fast,7b91f,412.6999999880791,1.0,4
1,fast,7b91f,365.8999999761581,4.0,5
2,fast,7b91f,471.7999999523163,8.0,7
1,slow,7b91f,402.00000005960464,22.0,7
3,fast,7b91f,403.4000000357628,9.0,8
2,slow,7b91f,454.6000000238418,17.0,6
1,slow,7b91f,361.3999999761581,19.0,6
3,slow,7b91f,362.0999999642372,18.0,7
3,slow,7b91f,355.2000000476837,24.0,9
1,fast,7b91f,361.50000005960464,10.0,7
2,fast,7b91f,377.8000000119209,11.0,8
2,slow,7b91f,357.4000000357628,20.0,7
3,fast,87e29,437.09999999403954,9.0,8
2,slow,87e29,423.59999999403954,20.0,7
1,fast,87e29,393.3000000119209,1.0,4
3,fast,87e29,403.5,3.0,6
2,fast,87e29,397.7999999821186,5.0,6
3,slow,87e29,494.8999999761581,18.0,7
2,fast,87e29,381.0,2.0,5
1,slow,87e29,402.5000000298023,13.0,4
2,slow,87e29,430.5999999642372,17.0,6
3,fast,87e29,355.0,6.0,7
3,slow,87e29,358.1000000238418,15.0,6
1,slow,87e29,400.0,19.0,6
2,slow,87e29,451.5,23.0,8
1,fast,87e29,413.90000000596046,7.0,6
1,slow,87e29,291.4000000059605,22.0,7
1,fast,87e29,551.1000000238419,10.0,7
2,fast,87e29,398.8000000119209,11.0,8
1,slow,87e29,373.1999999582768,16.0,5
3,slow,87e29,410.2999999821186,24.0,9
2,fast,87e29,414.90000000596046,8.0,7
2,fast,e02a7,369.00000047683716,8.0,7
1,slow,e02a7,377.0,19.0,6
3,fast,e02a7,365.60000038146967,9.0,8
3,fast,e02a7,395.09999990463257,3.0,6
2,fast,e02a7,354.7000002861023,5.0,6
3,slow,e02a7,349.09999990463257,21.0,8
1,fast,e02a7,387.60000038146967,7.0,6
1,slow,e02a7,405.39999961853033,13.0,4
1,slow,e02a7,396.7000002861023,22.0,7
1,slow,e02a7,429.2000002861023,16.0,5
1,fast,e02a7,427.19999980926514,10.0,7
2,slow,e02a7,402.2999997138977,14.0,5
3,slow,e02a7,378.9000000953674,15.0,6
1,fast,e02a7,420.09999990463257,1.0,4
3,fast,e02a7,365.4000000953674,12.0,9
3,fast,e02a7,397.09999990463257,6.0,7
2,slow,e02a7,370.50000047683716,23.0,8
2,slow,e02a7,378.19999980926514,17.0,6
1,fast,e02a7,476.9000000953674,4.0,5
2,slow,e02a7,363.09999990463257,20.0,7
2,fast,e02a7,368.2000002861023,11.0,8
2,fast,e02a7,423.7000002861023,2.0,5
3,fast,ab81f,403.7000000029802,21.0,8
1,slow,ab81f,402.59999999403954,1.0,4
3,fast,ab81f,346.7000000104308,18.0,7
1,fast,ab81f,341.6000000089407,13.0,4
2,slow,ab81f,357.3999999985099,5.0,6
1,slow,ab81f,366.80000000447035,7.0,6
3,fast,ab81f,392.49999999254936,24.0,9
2,fast,ab81f,351.7999999970197,17.0,6
2,fast,ab81f,381.09999999403954,14.0,5
2,fast,ab81f,343.30000000447035,20.0,7
3,fast,ab81f,381.90000000596046,15.0,6
2,slow,ab81f,379.1000000014901,11.0,8
3,slow,ab81f,301.0,3.0,6
3,slow,ab81f,363.3999999985099,12.0,9
1,fast,ab81f,368.5,16.0,5
3,slow,ab81f,354.6000000014901,6.0,7
2,slow,ab81f,393.7999999970197,2.0,5
2,fast,ab81f,377.3999999985099,23.0,8
2,fast,95151,420.9000000357628,20.0,7
3,fast,95151,410.59999999403954,15.0,6
2,slow,95151,406.3000000119209,2.0,5
2,slow,95151,408.5,5.0,6
1,fast,95151,456.7000000178814,22.0,7
3,fast,95151,370.8000000119209,18.0,7
3,slow,95151,418.7000000178814,9.0,8
2,fast,95151,360.09999999403954,23.0,8
3,fast,95151,363.40000000596046,24.0,9
1,slow,95151,392.1000000238418,7.0,6
3,fast,95151,394.9000000357628,21.0,8
1,fast,95151,373.90000000596046,16.0,5
2,slow,95151,349.19999998807907,8.0,7
1,slow,95151,398.5000000298023,1.0,4
2,fast,95151,434.5,14.0,5
1,slow,95151,378.90000000596046,4.0,5
3,slow,95151,420.09999999403954,12.0,9
1,slow,95151,396.6000000238418,10.0,7
2,slow,95151,375.0999999642372,11.0,8
3,slow,95151,402.3999999761581,6.0,7
2,fast,95151,465.99999994039536,17.0,6
3,slow,95151,416.3999999761581,3.0,6
1,fast,95151,408.5999999642372,13.0,4
2,slow,d2fad,574.4,2.0,5
2,fast,d2fad,325.2,23.0,8
3,fast,d2fad,769.8,24.0,9
3,fast,d2fad,571.7,15.0,6
1,slow,d2fad,552.5,7.0,6
2,slow,d2fad,556.1,5.0,6
3,slow,d2fad,485.1,3.0,6
3,slow,d2fad,962.8,6.0,7
1,slow,d2fad,24.8,4.0,5
1,fast,d2fad,296.7,13.0,4
1,fast,d2fad,292.8,16.0,5
2,fast,d2fad,128.0,20.0,7
3,fast,d2fad,795.2,21.0,8
1,slow,d2fad,633.7,1.0,4
1,fast,d2fad,389.6,19.0,6
3,slow,d2fad,621.9,12.0,9
2,fast,d2fad,304.5,17.0,6
2,fast,d2fad,263.0,14.0,5
3,fast,d2fad,731.9,18.0,7
2,slow,d2fad,409.9,11.0,8
1,slow,d2fad,129.5,10.0,7
2,slow,d2fad,231.8,8.0,7
1,fast,d2fad,849.4,22.0,7
3,fast,29f3d,485.2999999998138,18.0,7
2,slow,29f3d,409.99999999976717,2.0,5
2,slow,29f3d,400.19999999995343,5.0,6
2,fast,29f3d,432.69999999995343,17.0,6
2,fast,29f3d,420.5999999998603,14.0,5
3,fast,29f3d,438.30000000004657,15.0,6
1,fast,29f3d,352.5,19.0,6
1,slow,29f3d,414.4000000001397,1.0,4
1,fast,29f3d,396.10000000009313,16.0,5
2,slow,29f3d,380.0999999998603,8.0,7
2,slow,29f3d,335.4000000001397,11.0,8
1,slow,29f3d,465.2000000001863,7.0,6
3,slow,29f3d,458.3999999996741,6.0,7
1,fast,29f3d,424.30000000004657,22.0,7
2,fast,29f3d,401.0,20.0,7
2,fast,29f3d,413.5,23.0,8
3,slow,29f3d,365.69999999995343,3.0,6
1,fast,29f3d,546.3000000000466,13.0,4
1,slow,29f3d,398.0999999998603,10.0,7
1,slow,29f3d,382.19999999995343,4.0,5
1,fast,a8517,357.09999990463257,19.0,6
2,fast,a8517,297.89999961853033,20.0,7
2,fast,a8517,372.5999994277954,17.0,6
2,slow,a8517,459.30000019073486,2.0,5
2,fast,a8517,450.4000000953674,23.0,8
3,fast,a8517,396.39999961853033,15.0,6
1,fast,a8517,371.99999952316284,16.0,5
1,fast,a8517,344.00000047683716,13.0,4
2,slow,a8517,352.59999990463257,8.0,7
3,fast,a8517,593.7000002861022,18.0,7
1,slow,a8517,382.30000019073486,10.0,7
3,fast,a8517,357.6999998092652,24.0,9
3,slow,a8517,297.90000009536743,9.0,8
1,slow,a8517,371.69999980926514,4.0,5
2,slow,a8517,389.09999990463257,5.0,6
3,fast,a8517,399.9000000953674,21.0,8
1,slow,a8517,423.9000000953674,1.0,4
1,fast,a8517,365.7000002861023,22.0,7
3,slow,a5b31,295.0,3.0,6
1,fast,a5b31,341.8000000002794,22.0,7
3,slow,a5b31,355.10000000009313,12.0,9
2,slow,a5b31,388.7000000001863,8.0,7
2,slow,a5b31,378.7999999998138,5.0,6
3,fast,a5b31,366.39999999990687,21.0,8
3,fast,a5b31,431.0,18.0,7
3,fast,a5b31,463.59999999962747,15.0,6
3,slow,a5b31,362.9000000003725,6.0,7
2,fast,a5b31,363.60000000009313,14.0,5
1,slow,a5b31,361.7000000001863,10.0,7
3,slow,a5b31,472.1999999997206,9.0,8
1,fast,a5b31,380.5000000004657,13.0,4
2,slow,a5b31,362.8000000002794,11.0,8
1,fast,a5b31,343.09999999962747,16.0,5
1,fast,a5b31,374.6999999997206,19.0,6
3,fast,a5b31,420.10000000009313,24.0,9
2,fast,a5b31,377.10000000009313,17.0,6
1,slow,a5b31,379.1999999997206,7.0,6
2,fast,a5b31,354.1999999997206,20.0,7
2,slow,a5b31,388.9999999995344,2.0,5
2,fast,a5b31,415.09999999962747,23.0,8
1,fast,855f4,353.0,13.0,4
3,fast,855f4,382.6999999880791,21.0,8
1,fast,855f4,392.2000000476837,19.0,6
1,fast,855f4,376.8000000119209,22.0,7
1,slow,855f4,404.80000007152563,4.0,5
2,slow,855f4,351.9000000357628,5.0,6
3,slow,855f4,366.8000000119209,3.0,6
2,fast,855f4,361.3000000119209,14.0,5
2,fast,855f4,374.3000000119209,23.0,8
2,slow,855f4,376.6999999880791,11.0,8
2,fast,855f4,342.80000007152563,20.0,7
2,fast,855f4,384.8000000119209,17.0,6
2,slow,855f4,483.5,2.0,5
3,fast,855f4,369.0,18.0,7
1,slow,855f4,370.8000000119209,7.0,6
1,slow,855f4,457.2999999523163,1.0,4
1,slow,568f2,349.0000000298023,16.0,5
1,slow,568f2,419.7000000178814,22.0,7
2,slow,568f2,347.2999999821186,17.0,6
3,slow,568f2,279.5,18.0,7
3,slow,568f2,280.7999999821186,15.0,6
3,fast,568f2,350.4999999701977,6.0,7
3,fast,568f2,366.4999999701977,9.0,8
2,slow,568f2,384.2999999821186,14.0,5
1,slow,568f2,293.7000000178814,19.0,6
2,fast,568f2,236.7999999821186,11.0,8
3,fast,568f2,118.59999999403955,3.0,6
2,fast,568f2,385.8000000119209,8.0,7
3,slow,568f2,210.19999995827675,21.0,8
3,fast,568f2,157.09999996423718,12.0,9
2,slow,568f2,257.40000003576284,20.0,7
1,slow,568f2,407.90000000596046,13.0,4
1,fast,568f2,363.8999999761581,4.0,5
2,fast,568f2,412.40000000596046,2.0,5
1,fast,568f2,291.5,7.0,6
2,slow,568f2,54.099999994039536,23.0,8
3,slow,5dc39,358.1000000238418,9.0,8
2,fast,5dc39,354.19999998807907,20.0,7
1,fast,5dc39,415.4000000357628,16.0,5
1,slow,5dc39,355.30000007152563,10.0,7
1,fast,5dc39,356.5,13.0,4
1,slow,5dc39,367.3000000119209,7.0,6
3,fast,5dc39,348.50000005960464,15.0,6
2,fast,5dc39,343.69999998807907,14.0,5
1,fast,5dc39,339.59999996423716,19.0,6
2,slow,5dc39,361.5999999642372,8.0,7
3,fast,5dc39,406.99999994039536,24.0,9
2,slow,5dc39,394.4000000357628,11.0,8
1,slow,5dc39,421.0,1.0,4
1,slow,5dc39,368.3000000119209,4.0,5
2,slow,5dc39,429.0,2.0,5
2,fast,5dc39,350.0999999642372,17.0,6
3,slow,5dc39,341.5,3.0,6
3,fast,5dc39,373.5,21.0,8
1,slow,5beae,364.0,19.0,6
1,slow,5beae,382.5,22.0,7
1,slow,5beae,444.89999999105936,13.0,4
1,slow,5beae,394.2000000029802,16.0,5
3,fast,5beae,343.60000000894064,12.0,9
2,slow,5beae,429.90000000596046,17.0,6
3,fast,5beae,358.80000001192093,3.0,6
2,fast,5beae,375.90000000596046,2.0,5
2,fast,5beae,375.5,5.0,6
2,slow,5beae,457.5,14.0,5
1,fast,5beae,364.4999999850989,7.0,6
3,fast,5beae,366.10000000894064,6.0,7
3,slow,5beae,358.09999999403954,15.0,6
2,slow,5beae,278.0,23.0,8
3,slow,5beae,285.79999999701977,24.0,9
3,slow,5beae,365.0000000149012,18.0,7
2,fast,5beae,359.90000000596046,8.0,7
3,fast,5beae,400.2999999821186,9.0,8
2,slow,5beae,379.10000000894064,20.0,7
1,fast,5beae,451.10000000894064,4.0,5
3,fast,a3938,348.09999990463257,12.0,9
3,slow,a3938,388.9000005722046,15.0,6
1,slow,a3938,396.99999952316284,19.0,6
3,slow,a3938,365.30000019073486,18.0,7
1,slow,a3938,385.59999990463257,16.0,5
3,slow,a3938,374.4000000953674,21.0,8
1,fast,a3938,383.30000019073486,7.0,6
1,fast,a3938,366.0,1.0,4
2,slow,a3938,447.0,14.0,5
2,fast,a3938,393.7999997138977,8.0,7
2,slow,a3938,442.60000038146967,17.0,6
3,slow,a3938,384.9000005722046,24.0,9
2,fast,a3938,361.4000000953674,5.0,6
1,fast,a3938,349.9000005722046,10.0,7
1,fast,a3938,368.5,4.0,5
2,slow,a3938,371.80000019073486,23.0,8
2,fast,a3938,394.79999923706055,2.0,5
1,slow,a3938,451.9000000953674,13.0,4
2,fast,a3938,347.699999332428,11.0,8
1,slow,a3938,366.0999994277954,22.0,7
3,fast,a3938,387.09999990463257,3.0,6
3,fast,a3938,364.89999961853033,9.0,8
2,slow,a3938,349.90000009536743,20.0,7
1,slow,2f6d9,349.5999999977648,7.0,6
1,fast,2f6d9,300.69999999925494,22.0,7
2,fast,2f6d9,391.09999999962747,17.0,6
1,slow,2f6d9,361.5,10.0,7
3,fast,2f6d9,283.70000000111764,21.0,8
1,fast,2f6d9,349.5,16.0,5
2,fast,2f6d9,280.7000000011176,23.0,8
2,slow,2f6d9,376.8000000007451,2.0,5
3,slow,2f6d9,272.40000000037253,3.0,6
3,fast,2f6d9,248.40000000037256,18.0,7
3,fast,2f6d9,388.3000000007451,24.0,9
1,slow,2f6d9,489.3000000007451,4.0,5
2,fast,2f6d9,300.19999999925494,14.0,5
1,slow,2f6d9,365.09999999962747,1.0,4
1,fast,2f6d9,350.5,19.0,6
1,fast,2f6d9,382.3000000007451,13.0,4
3,slow,eed9b,397.7000000476837,12.0,9
1,fast,eed9b,335.30000007152563,16.0,5
2,fast,eed9b,299.39999997615814,23.0,8
2,fast,eed9b,339.19999992847437,20.0,7
2,fast,eed9b,410.3999999761581,14.0,5
1,fast,eed9b,519.3999999761581,19.0,6
3,fast,eed9b,291.79999995231634,18.0,7
3,fast,eed9b,262.89999997615814,24.0,9
1,fast,eed9b,361.0000001192093,22.0,7
2,slow,eed9b,427.2999999523163,8.0,7
2,slow,eed9b,363.200000166893,2.0,5
1,slow,eed9b,430.2999999523163,1.0,4
1,fast,eed9b,390.6000000238418,13.0,4
2,slow,eed9b,347.89999997615814,5.0,6
3,slow,eed9b,307.29999995231634,9.0,8
1,slow,eed9b,357.0,7.0,6
2,slow,2a22f,411.0,11.0,8
2,slow,2a22f,370.0,5.0,6
2,fast,2a22f,403.0,20.0,7
3,slow,2a22f,371.0,6.0,7
2,slow,2a22f,391.0,2.0,5
2,slow,2a22f,476.0,8.0,7
3,slow,2a22f,442.0,9.0,8
3,fast,2a22f,373.0,18.0,7
3,fast,2a22f,377.0,15.0,6
3,slow,2a22f,394.0,12.0,9
1,fast,2a22f,469.0,16.0,5
2,fast,2a22f,385.0,17.0,6
3,fast,2a22f,301.0,24.0,9
1,fast,2a22f,458.0,19.0,6
3,fast,2a22f,383.0,21.0,8
2,fast,2a22f,422.0,14.0,5
1,slow,2a22f,398.0,10.0,7
1,slow,2a22f,414.0,7.0,6
1,slow,2a22f,417.0,4.0,5
1,fast,2a22f,424.0,22.0,7
2,slow,6662c,357.7,14.0,5
3,fast,6662c,373.1,3.0,6
3,fast,6662c,394.0,12.0,9
3,slow,6662c,358.2,21.0,8
3,fast,6662c,367.8,6.0,7
1,slow,6662c,382.4,19.0,6
3,slow,6662c,380.9,18.0,7
1,fast,6662c,399.0,1.0,4
1,fast,6662c,376.6,7.0,6
1,slow,6662c,364.9,16.0,5
2,fast,6662c,300.4,5.0,6
2,fast,6662c,246.5,8.0,7
2,fast,6662c,355.6,11.0,8
3,slow,6662c,200.1,24.0,8
1,slow,cc17c,359.4999998807907,16.0,5
2,fast,cc17c,341.29999995231634,11.0,8
1,slow,cc17c,373.2000000476837,19.0,6
3,fast,cc17c,368.7000000476837,6.0,7
1,fast,cc17c,364.30000007152563,1.0,4
3,slow,cc17c,359.6000000238418,24.0,9
2,fast,cc17c,355.80000007152563,5.0,6
2,slow,cc17c,357.80000007152563,17.0,6
2,fast,cc17c,361.0000001192093,2.0,5
1,slow,cc17c,365.19999992847437,13.0,4
3,slow,cc17c,303.39999997615814,18.0,7
3,fast,cc17c,365.0,9.0,8
1,fast,cc17c,386.9999998807907,7.0,6
2,slow,cc17c,380.09999990463257,23.0,8
3,slow,cc17c,359.09999990463257,15.0,6
2,slow,cc17c,383.7999999523163,20.0,7
1,fast,cc17c,385.1000000238418,10.0,7
1,fast,cc17c,393.89999985694885,4.0,5
1,slow,cc17c,352.0,22.0,7
2,fast,cc17c,353.1000000238418,8.0,7
3,fast,99c23,267.79999995231634,24.0,9
1,fast,99c23,379.8999999761581,16.0,5
2,slow,99c23,303.80000001192093,5.0,6
1,slow,99c23,298.29999995231634,7.0,6
3,slow,99c23,281.79999995231634,12.0,9
1,slow,99c23,330.59999996423716,10.0,7
1,fast,99c23,359.6000000238418,19.0,6
1,slow,99c23,344.1000000238418,1.0,4
2,slow,99c23,301.0,8.0,7
3,slow,99c23,353.7999999523163,6.0,7
1,fast,99c23,358.30000007152563,22.0,7
3,slow,99c23,375.99999994039536,3.0,6
3,fast,99c23,303.80000001192093,15.0,6
2,fast,99c23,299.20000004768366,23.0,8
1,fast,99c23,369.0,13.0,4
2,slow,99c23,351.5,2.0,5
3,slow,6b67d,357.59999990463257,9.0,8
1,fast,6b67d,405.4999998807907,19.0,6
2,fast,6b67d,373.4000000953674,17.0,6
2,slow,6b67d,361.2999999523163,8.0,7
1,slow,6b67d,440.9999998807907,4.0,5
1,slow,6b67d,453.4000000953674,1.0,4
1,fast,6b67d,433.1000000238418,16.0,5
3,fast,6b67d,376.8999999761581,18.0,7
3,slow,6b67d,385.5,12.0,9
3,fast,6b67d,388.8999999761581,15.0,6
1,fast,6b67d,344.40000009536743,22.0,7
2,fast,6b67d,376.80000007152563,20.0,7
1,slow,6b67d,385.1000000238418,10.0,7
1,slow,6b67d,389.2999999523163,7.0,6
1,fast,6b67d,398.1000000238418,13.0,4
2,slow,6b67d,373.19999992847437,5.0,6
2,slow,6b67d,401.8999999761581,2.0,5
2,fast,f12e2,422.0000001192093,5.0,6
1,fast,f12e2,394.2000000476837,4.0,5
3,slow,f12e2,359.30000007152563,21.0,8
2,fast,f12e2,362.6000000238418,2.0,5
2,fast,f12e2,394.1000000238418,8.0,7
1,slow,f12e2,400.1000000238418,19.0,6
1,fast,f12e2,393.3999999761581,10.0,7
3,slow,f12e2,385.0,18.0,7
2,fast,f12e2,374.3999999761581,11.0,8
1,slow,f12e2,414.2000000476837,13.0,4
2,slow,f12e2,365.3999999761581,23.0,8
2,slow,f12e2,384.5,20.0,7
1,fast,f12e2,420.7000000476837,7.0,6
3,fast,f12e2,613.1000000238419,3.0,6
3,slow,f12e2,398.19999992847437,15.0,6
3,fast,f12e2,385.30000007152563,6.0,7
2,slow,f12e2,521.3999999761581,14.0,5
3,slow,f12e2,377.69999992847437,24.0,9
3,fast,f12e2,372.8999999761581,9.0,8
2,slow,f12e2,439.19999992847437,17.0,6
1,fast,f12e2,428.4000000953674,1.0,4
1,slow,f12e2,393.09999990463257,16.0,5
1,fast,4d2a9,553.2999999821186,22.0,7
2,fast,4d2a9,629.9000000059605,23.0,8
3,slow,4d2a9,502.5,9.0,8
3,fast,4d2a9,494.0000000298023,15.0,6
1,slow,4d2a9,414.3000000119209,7.0,6
2,fast,4d2a9,456.2000000178814,14.0,5
1,slow,4d2a9,478.6999999880791,4.0,5
2,fast,4d2a9,572.0,17.0,6
2,slow,4d2a9,477.5,11.0,8
1,fast,4d2a9,491.0,16.0,5
1,slow,4d2a9,487.7999999821186,10.0,7
3,fast,4d2a9,523.6999999880792,21.0,8
2,fast,4d2a9,457.4999999701977,20.0,7
3,slow,4d2a9,478.09999999403954,3.0,6
3,slow,4d2a9,463.59999999403954,12.0,9
2,slow,4d2a9,457.40000000596046,8.0,7
3,fast,4d2a9,418.59999999403954,18.0,7
1,fast,4d2a9,427.8000000119209,13.0,4
3,fast,4d2a9,512.0000000298023,24.0,9
1,fast,4d2a9,462.09999999403954,19.0,6
2,slow,4d2a9,461.7000000178814,5.0,6
1,slow,4d2a9,540.8000000119208,1.0,4
3,slow,4d2a9,452.1999999880791,6.0,7
2,slow,4d2a9,479.7999999821186,2.0,5
2,slow,848f6,439.0,8.0,7
2,slow,848f6,440.6999999992548,2.0,5
1,fast,848f6,443.8000000007451,22.0,7
1,fast,848f6,384.2999999970197,16.0,5
3,fast,848f6,396.5999999977648,15.0,6
1,fast,848f6,402.2999999970197,19.0,6
1,slow,848f6,397.5999999977648,7.0,6
2,fast,848f6,407.5,17.0,6
3,slow,848f6,390.5,3.0,6
2,fast,848f6,345.2000000029803,20.0,7
2,slow,848f6,343.5,11.0,8
3,slow,848f6,401.3000000007451,6.0,7
2,fast,848f6,423.7999999970197,23.0,8
1,slow,848f6,402.2000000029802,1.0,4
3,slow,848f6,443.3000000007451,9.0,8
1,slow,848f6,390.0,4.0,5
3,slow,848f6,382.8000000007451,12.0,9
1,fast,848f6,470.3999999985099,13.0,4
3,fast,848f6,418.3999999985099,24.0,9
2,slow,848f6,431.3999999985099,5.0,6
3,fast,848f6,389.1000000014901,18.0,7
3,fast,848f6,412.09999999403954,21.0,8
1,slow,848f6,390.80000000447035,10.0,7
2,fast,848f6,380.6999999992548,14.0,5
